Table 1,,,,,,,,,,,,
Changes to census subdivisions by province and territory,,,,,,,,,,,,
Gaining CSDuid ,Gaining CSDname ,Gaining CSDtype ,Gaining Change Code ,Gaining Change Code Description,Losing CSDuid ,Losing CSDname ,Losing CSDtype ,Losing Change Code ,Losing Change Code Description,Census Population Affected,Effective Date,File Number
Newfoundland and Labrador,,,,,,,,,,,,
4817031,Opportunity No. 17,MD,8,Area and population gained due to correction,4817860,Loon Lake 235,IRI,9,Area and population lost due to correction,15,02/01/2016,480083
4817031,Opportunity No. 17,MD,8,Area and population gained due to correction,4817819,Wabasca 166A,IRI,9,Area and population lost due to correction,57,02/01/2016,480085
4817031,Opportunity No. 17,MD,8,Area and population gained due to correction,4817817,Jean Baptiste Gambler 183,IRI,9,Area and population lost due to correction,26,02/01/2016,480093
4804014,Oyen,T,5,Area gained due to partial annexation,4804012,Special Area No. 3,SA,6,Area lost due to partial annexation,0,01/01/2021,480113
4811034,Parkland County,MD,5A,Area gained due to complete annexation,4811045,Wabamun,VL,4,Dissolution,682,01/01/2021,480108
4819071,Peace No. 135,MD,8,Area and population gained due to correction,4819826,Duncan's 151A,IRI,9,Area and population lost due to correction,5,02/01/2016,480099
4817834,Peerless Trout 238,IRI,1,Incorporation from part,4817031,Opportunity No. 17,MD,6,Area lost due to incorporation,0,02/05/2016,480115
4803805,"Peigan Timber Limit ""B""",IRI,1,Incorporation from part,4803018,Willow Creek No. 26,MD,6,Area lost due to incorporation,0,17/05/1889,480073
4808009,Penhold,T,5,Area gained due to partial annexation,4808001,Red Deer County,MD,6,Area lost due to partial annexation,10,01/04/2018,480037
4802018,Picture Butte,T,5,Area gained due to partial annexation,4802011,Lethbridge County,MD,6,Area lost due to partial annexation,0,01/04/2020,480105
4802008,Raymond,T,5,Area gained due to partial annexation,4802001,Warner County No. 5,MD,6,Area lost due to partial annexation,5,01/07/2016,480002
4811038,Seba Beach,SV,5,Area gained due to partial annexation,4811034,Parkland County,MD,6,Area lost due to partial annexation,0,01/07/2017,480019
4804012,Special Area No. 3,SA,5A,Area gained due to complete annexation,4804016,Cereal,VL,4,Dissolution,111,01/01/2021,480106
4811049,Spruce Grove,CY,5,Area gained due to partial annexation,4811034,Parkland County,MD,6,Area lost due to partial annexation,42,01/01/2021,480112
4811062,St. Albert,CY,8C,Area gained due to boundary correction,4811061,Edmonton,CY,9C,Area lost due to boundary correction,...,02/01/2016,480055
4807019,Stettler County No. 6,MD,5A,Area gained due to complete annexation,4807024,Botha,VL,4,Dissolution,204,01/09/2017,480027
4807019,Stettler County No. 6,MD,5A,Area gained due to complete annexation,4807022,Gadsby,VL,4,Dissolution,40,01/02/2020,480069
4815815,Stoney 142B,IRI,1,Incorporation from part,4815015,Bighorn No. 8,MD,6,Area lost due to incorporation,10,06/02/1878,480074
4811052,Strathcona County,SM,8C,Area gained due to boundary correction,4811061,Edmonton,CY,9C,Area lost due to boundary correction,...,02/01/2016,480057
4813047,Sunset Beach,SV,5,Area gained due to partial annexation,4813044,Athabasca County,MD,6,Area lost due to partial annexation,0,01/04/2018,480039
4802022,Taber,T,5,Area gained due to partial annexation,4802021,Taber,MD,6,Area lost due to partial annexation,0,01/01/2020,480065
4811021,Thorsby,T,3,Type change,...,Thorsby,VL,...,...,...,01/01/2017,480016
4806804,Tsuu T'ina Nation 145,IRI,2,Name change,...,Tsuu T'ina Nation 145 (Sarcee 145),IRI,...,...,...,18/09/1995,480114
4810048,Two Hills County No. 21,MD,5A,Area gained due to complete annexation,4810056,Willingdon,VL,4,Dissolution,319,01/09/2017,480028
4817849,Upper Hay River 212,IRI,8C,Area gained due to boundary correction,4817095,Mackenzie County,SM,9C,Area lost due to boundary correction,...,02/01/2016,480097
4817827,Utikoomak Lake 155A,IRI,8C,Area gained due to boundary correction,4817026,Northern Sunrise County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480096
4817827,Utikoomak Lake 155A,IRI,8C,Area gained due to boundary correction,4817824,Utikoomak Lake 155,IRI,9C,Area lost due to boundary correction,...,02/01/2016,480096
4810036,Vermilion River County,MD,5A,Area gained due to complete annexation,4810046,Dewberry,VL,4,Dissolution,186,01/01/2021,480107
4817819,Wabasca 166A,IRI,8C,Area gained due to boundary correction,4817031,Opportunity No. 17,MD,9C,Area lost due to boundary correction,...,02/01/2016,480084
4807054,Wainwright,T,5,Area gained due to partial annexation,4807049,Wainwright No. 61,MD,6,Area lost due to partial annexation,15,01/01/2019,480045
4802001,Warner County No. 5,MD,5,Area gained due to partial annexation,4802004,Milk River,T,6,Area lost due to partial annexation,0,01/07/2017,480022
4819011,Wembley,T,8C,Area gained due to boundary correction,4819006,Grande Prairie County No. 1,MD,9C,Area lost due to boundary correction,...,02/01/2016,480013
4811002,Wetaskiwin,CY,5,Area gained due to partial annexation,4811001,Wetaskiwin County No. 10,MD,6,Area lost due to partial annexation,0,01/01/2017,480004
4811001,Wetaskiwin County No. 10,MD,8,Area and population gained due to correction,4811004,Grandview,SV,9,Area and population lost due to correction,5,02/01/2016,480060
4811001,Wetaskiwin County No. 10,MD,8C,Area gained due to boundary correction,4811003,Argentia Beach,SV,9C,Area lost due to boundary correction,...,02/01/2016,480104
4805012,Wheatland County,MD,8C,Area gained due to boundary correction,4802031,Newell County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480041
4813030,Whitecourt,T,5,Area gained due to partial annexation,4813029,Woodlands County,MD,6,Area lost due to partial annexation,5,01/01/2020,480066
4803018,Willow Creek No. 26,MD,8C,Area gained due to boundary correction,4803022,Claresholm,T,9C,Area lost due to boundary correction,...,02/01/2016,480009
4803018,Willow Creek No. 26,MD,8,Area and population gained due to correction,4803026,Nanton,T,9,Area and population lost due to correction,0,01/01/2017,480018
4803018,Willow Creek No. 26,MD,5A,Area gained due to complete annexation,4803021,Granum,T,4,Dissolution,406,01/02/2020,480070
4816037,Wood Buffalo,SM,8C,Area gained due to boundary correction,4816850,Allison Bay 219,IRI,9C,Area lost due to boundary correction,...,02/01/2016,480008
4816037,Wood Buffalo,SM,5A,Area gained due to complete annexation,4816859,Fort Mackay,S-É,4,Dissolution,742,02/01/2016,480051
4816037,Wood Buffalo,SM,5A,Area gained due to complete annexation,4816831,Chipewyan 201A,IRI,4,Dissolution,0,27/05/2020,480077
4816037,Wood Buffalo,SM,8C,Area gained due to boundary correction,4816852,Dog Head 218,IRI,9C,Area lost due to boundary correction,...,02/01/2016,480081
4816037,Wood Buffalo,SM,8,Area and population gained due to correction,4816817,Janvier 194,IRI,9,Area and population lost due to correction,5,02/01/2016,480087
4816037,Wood Buffalo,SM,8,Area and population gained due to correction,4816860,Thebathi 196,IRI,9,Area and population lost due to correction,5,02/01/2016,480091
4817856,Woodland Cree 226,IRI,8,Area and population gained due to correction,4817026,Northern Sunrise County,MD,9,Area and population lost due to correction,41,02/01/2016,480101
4817850,Woodland Cree 227,IRI,1,Incorporation from part,4817026,Northern Sunrise County,MD,6,Area lost due to incorporation,15,13/02/1992,480075
British Columbia,,,,,,,,,,,,
5909835,Aitchelitch 9,IRI,8C,Area gained due to boundary correction,5909020,Chilliwack,CY,9C,Area lost due to boundary correction,...,02/01/2016,590068
5943837,Alert Bay,IRI,8C,Area gained due to boundary correction,5943033,Mount Waddington D,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590127
5941882,Alexandria,IRI,8,Area and population gained due to correction,5941027,Cariboo I,RDA,9,Area and population lost due to correction,5,02/01/2016,590032
5951831,Babine 16,IRI,1,Incorporation from part,5951053,Bulkley-Nechako G,RDA,6,Area lost due to incorporation,0,30/06/1916,590137
5951831,Babine 16,IRI,1,Incorporation from part,5951828,Babine  6,IRI,6,Area lost due to incorporation,5,30/06/1916,590137
5951847,Babine Lake 21B,IRI,8C,Area gained due to boundary correction,5951028,Bulkley-Nechako B,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590130
5951805,Binche 2,IRI,2,Name change,...,Binche 2 (Pinchie 2),IRI,...,...,...,15/02/1990,590135
5933897,Boothroyd 8A,IRI,2,Name change,...,Boothroyd 8A (Part),IRI,...,...,...,02/01/2016,590179
5951028,Bulkley-Nechako B,RDA,8C,Area gained due to boundary correction,5951847,Babine Lake 21B,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590131
5951015,Bulkley-Nechako C,RDA,8,Area and population gained due to correction,5951848,North Tacla Lake,IRI,9,Area and population lost due to correction,5,02/01/2016,590101
5915806,Burrard Inlet 3,IRI,8,Area and population gained due to correction,5915046,North Vancouver,DM,9,Area and population lost due to correction,286,02/01/2016,590173
5924034,Campbell River,CY,8,Area and population gained due to correction,5924042,Strathcona D (Oyster Bay - Buttle Lake),RDA,9,Area and population lost due to correction,419,02/01/2016,590016
5924034,Campbell River,CY,8C,Area gained due to boundary correction,5924840,Homalco 9,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590078
5924034,Campbell River,CY,8C,Area gained due to boundary correction,5924812,Quinsam 12,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590099
5941015,Cariboo G,RDA,8C,Area gained due to boundary correction,5941855,Windy Mouth 7,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590080
5941015,Cariboo G,RDA,8,Area and population gained due to correction,5941855,Windy Mouth 7,IRI,9,Area and population lost due to correction,5,01/12/2020,590191
5941039,Cariboo J,RDA,5A,Area gained due to complete annexation,5941834,Louis Squinas Ranch 14,IRI,4,Dissolution,0,27/05/2020,590121
5941039,Cariboo J,RDA,5A,Area gained due to complete annexation,5941858,Cahoose 10,IRI,4,Dissolution,0,27/05/2020,590122
5941039,Cariboo J,RDA,5A,Area gained due to complete annexation,5941859,Blackwater Meadow 11,IRI,4,Dissolution,0,27/05/2020,590123
5941039,Cariboo J,RDA,5A,Area gained due to complete annexation,5941860,Cahoose 12,IRI,4,Dissolution,0,27/05/2020,590124
5941039,Cariboo J,RDA,5A,Area gained due to complete annexation,5941863,Tzetzi Lake 11,IRI,4,Dissolution,0,27/05/2020,590125
5903045,Castlegar,CY,5,Area gained due to partial annexation,5903058,Central Kootenay J,RDA,6,Area lost due to partial annexation,0,07/12/2016,590010
5931814,Cayoosh Creek 1,IRI,8C,Area gained due to boundary correction,5931821,Lillooet 1,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590183
5903013,Central Kootenay B,RDA,8C,Area gained due to boundary correction,5903017,Central Kootenay C,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590074
5903013,Central Kootenay B,RDA,8C,Area gained due to boundary correction,5903004,Creston,T,9C,Area lost due to boundary correction,...,02/01/2016,590105
5903017,Central Kootenay C,RDA,8C,Area gained due to boundary correction,5903004,Creston,T,9C,Area lost due to boundary correction,...,02/01/2016,590094
5935020,Central Okanagan West,RDA,2,Name change,...,Central Okanagan J,RDA,...,...,...,04/10/2007,590025
5935020,Central Okanagan West,RDA,8,Area and population gained due to correction,5937801,Okanagan (Part) 1,IRI,9,Area and population lost due to correction,10,02/01/2016,590184
5917015,Central Saanich,DM,8C,Area gained due to boundary correction,5917803,East Saanich 2,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590041
5929801,Chekwelp 26,IRI,8C,Area gained due to boundary correction,5929028,Sunshine Coast F,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590085
5909020,Chilliwack,CY,8C,Area gained due to boundary correction,5909034,Fraser Valley D,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590031
5909020,Chilliwack,CY,5A,Area gained due to complete annexation,5909849,Skwahla 2,IRI,4,Dissolution,0,27/05/2020,590119
5926005,Comox,T,5,Area gained due to partial annexation,5926022,Comox Valley B (Lazo North),RDA,6,Area lost due to partial annexation,0,19/09/2016,590002
5915034,Coquitlam,CY,8C,Area gained due to boundary correction,5915805,Coquitlam 1,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590058
5915805,Coquitlam 1,IRI,8C,Area gained due to boundary correction,5915034,Coquitlam,CY,9C,Area lost due to boundary correction,...,02/01/2016,590057
5926010,Courtenay,CY,8C,Area gained due to boundary correction,5926021,Comox Valley A,RDA,9C,Area lost due to boundary correction,...,01/02/2016,590097
5926010,Courtenay,CY,8C,Area gained due to boundary correction,5926022,Comox Valley B (Lazo North),RDA,9C,Area lost due to boundary correction,...,01/02/2016,590097
5926010,Courtenay,CY,8,Area and population gained due to correction,5926024,Comox Valley C (Puntledge - Black Creek),RDA,9,Area and population lost due to correction,40,02/01/2016,590100
5919822,Cowichan,IRI,8C,Area gained due to boundary correction,5919013,Cowichan Valley D,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590064
5919822,Cowichan,IRI,8C,Area gained due to boundary correction,5919008,North Cowichan,DM,9C,Area lost due to boundary correction,...,02/01/2016,590070
5919013,Cowichan Valley D,RDA,8C,Area gained due to boundary correction,5919822,Cowichan,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590063
5903004,Creston,T,5,Area gained due to partial annexation,5903017,Central Kootenay C,RDA,6,Area lost due to partial annexation,10,07/12/2016,590093
5955014,Dawson Creek,CY,5,Area gained due to partial annexation,5955021,Peace River D,RDA,6,Area lost due to partial annexation,0,12/03/2018,590026
5957820,Dease River 1,IRI,1,Incorporation from part,5957022,Stikine Region,RDA,6,Area lost due to incorporation,52,14/04/1992,590113
5915011,Delta,CY,3,Type change,...,Delta,DM,...,...,...,22/09/2017,590012
5915011,Delta,CY,8C,Area gained due to boundary correction,5915802,Tsawwassen,TWL,9C,Area lost due to boundary correction,...,02/01/2016,590176
5909842,Douglas 8,IRI,8C,Area gained due to boundary correction,5909048,Fraser Valley C,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590142
5941886,Dragon Lake 3,IRI,1,Incorporation from part,5941019,Cariboo A,RDA,6,Area lost due to incorporation,26,02/07/1881,590114
5901046,East Kootenay F,RDA,8,Area and population gained due to correction,5901806,Shuswap,IRI,9,Area and population lost due to correction,0,02/01/2016,590188
5901048,East Kootenay G,RDA,8,Area and population gained due to correction,5901806,Shuswap,IRI,9,Area and population lost due to correction,5,02/01/2016,590186
5933899,Entlqwekkinh 19,IRI,1,Incorporation from part,5933037,Thompson-Nicola I (Blue Sky Country),RDA,6,Area lost due to incorporation,0,09/02/1978,590138
5901012,Fernie,CY,8C,Area gained due to boundary correction,5901017,East Kootenay A,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590009
5901012,Fernie,CY,5,Area gained due to partial annexation,5901017,East Kootenay A,RDA,6,Area lost due to partial annexation,260,07/12/2016,590092
5955840,Finlay River 6,IRI,1,Incorporation from part,5955040,Peace River B,RDA,6,Area lost due to incorporation,0,22/01/2019,590111
5959805,Fontas 1,IRI,8,Area and population gained due to correction,5959007,Northern Rockies,RGM,9,Area and population lost due to correction,5,02/01/2016,590071
5953801,Fort George 2,IRI,2,Name change,...,Fort George (Shelley) 2,IRI,...,...,...,30/06/1916,590126
5959806,Fort Nelson 2,IRI,8C,Area gained due to boundary correction,5959007,Northern Rockies,RGM,9C,Area lost due to boundary correction,...,02/01/2016,590144
5955034,Fort St. John,CY,5,Area gained due to partial annexation,5955042,Peace River C,RDA,6,Area lost due to partial annexation,105,07/12/2016,590090
5931825,Fountain 1D,IRI,1,Incorporation from part,5931842,Fountain 1B,IRI,6,Area lost due to incorporation,0,15/11/1951,590115
5931825,Fountain 1D,IRI,1,Incorporation from part,5931034,Squamish-Lillooet B,RDA,6,Area lost due to incorporation,5,15/11/1951,590115
5931834,Fountain 3A,IRI,1,Incorporation from part,5931034,Squamish-Lillooet B,RDA,6,Area lost due to incorporation,0,30/06/2016,590107
5909048,Fraser Valley C,RDA,8C,Area gained due to boundary correction,5909842,Douglas 8,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590143
5909062,Fraser Valley G,RDA,8C,Area gained due to boundary correction,5909880,Lakahahmen 11,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590149
5929005,Gibsons,T,8C,Area gained due to boundary correction,5929801,Chekwelp 26,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590087
5929005,Gibsons,T,8C,Area gained due to boundary correction,5929028,Sunshine Coast F,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590087
5924840,Homalco 9,IRI,8C,Area gained due to boundary correction,5924034,Campbell River,CY,9C,Area lost due to boundary correction,...,02/01/2016,590077
5933833,Inkluckcheen,IRI,8,Area and population gained due to correction,5933037,Thompson-Nicola I (Blue Sky Country),RDA,9,Area and population lost due to correction,5,02/01/2016,590157
5933833,Inkluckcheen,IRI,8,Area and population gained due to correction,5933853,Nuuautin 2,IRI,9,Area and population lost due to correction,15,02/01/2016,590159
5901039,Invermere,DM,8C,Area gained due to boundary correction,5901806,Shuswap,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590189
5917054,Juan de Fuca (Part 1),RDA,1,Incorporation from part,5917055,Juan de Fuca,RDA,6,Area lost due to incorporation,4670,12/05/2020,590117
5917056,Juan de Fuca (Part 2),RDA,1,Incorporation from amalgamation and partial annexation,5917055,Juan de Fuca,RDA,4,Dissolution,190,12/05/2020,590118
5917056,Juan de Fuca (Part 2),RDA,1,Incorporation from amalgamation and partial annexation,5917054,Juan de Fuca (Part 1),RDA,6,Area lost due to incorporation,0,12/05/2020,590118
5959809,Kahntah 3,IRI,8C,Area gained due to boundary correction,5959007,Northern Rockies,RGM,9C,Area lost due to boundary correction,...,02/01/2016,590066
5933882,Kanaka Bar,IRI,8C,Area gained due to boundary correction,5933037,Thompson-Nicola I (Blue Sky Country),RDA,9C,Area lost due to boundary correction,...,02/01/2016,590050
5933882,Kanaka Bar,IRI,8C,Area gained due to boundary correction,5933037,Thompson-Nicola I (Blue Sky Country),RDA,9C,Area lost due to boundary correction,...,02/01/2016,590055
5935010,Kelowna,CY,5,Area gained due to partial annexation,5935012,Central Okanagan,RDA,6,Area lost due to partial annexation,10,16/12/2019,590106
5949041,Kitimat-Stikine D,RDA,8,Area and population gained due to correction,5949847,Telegraph Creek,IRI,9,Area and population lost due to correction,53,02/01/2016,590036
5949038,Kitimat-Stikine F,RDA,8C,Area gained due to boundary correction,5949846,Tahltan 1,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590156
5947802,Kulkayu (Hartley Bay) 4A,IRI,1,Incorporation from part,5947021,North Coast C,RDA,6,Area lost due to incorporation,29,16/04/2003,590020
5919021,Ladysmith,T,5,Area gained due to partial annexation,5919015,Cowichan Valley G,RDA,6,Area lost due to partial annexation,0,10/12/2018,590030
5909880,Lakahahmen 11,IRI,8C,Area gained due to boundary correction,5909062,Fraser Valley G,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590148
5917044,Langford,CY,5,Area gained due to partial annexation,5917042,Metchosin,DM,6,Area lost due to partial annexation,0,08/03/2017,590011
5909856,Langley 2,IRI,1,Incorporation from part,5909056,Mission,DM,6,Area lost due to incorporation,279,27/06/1879,590112
5957814,Liard River 3,IRI,8,Area and population gained due to correction,5957813,Lower Post,S-É,9,Area and population lost due to correction,56,02/01/2016,590043
5931026,Lillooet,DM,8C,Area gained due to boundary correction,5931824,Seton Lake 5,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590104
5931026,Lillooet,DM,8C,Area gained due to boundary correction,5931821,Lillooet 1,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590180
5931821,Lillooet 1,IRI,8C,Area gained due to boundary correction,5931026,Lillooet,DM,9C,Area lost due to boundary correction,...,02/01/2016,590181
5931821,Lillooet 1,IRI,8C,Area gained due to boundary correction,5931034,Squamish-Lillooet B,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590181
5933888,Louis Creek 4,IRI,8C,Area gained due to boundary correction,5933072,Thompson-Nicola O (Lower North Thompson),RDA,9C,Area lost due to boundary correction,...,02/01/2016,590083
5907850,Lulu 5,IRI,1,Incorporation from part,5907055,Okanagan-Similkameen H,RDA,6,Area lost due to incorporation,20,30/06/1916,590110
5919813,Lyacksun 3,IRI,1,Incorporation from part,5919015,Cowichan Valley G,RDA,6,Area lost due to incorporation,10,02/01/2010,590192
5915075,Maple Ridge,CY,5A,Area gained due to complete annexation,5915835,Langley 5,IRI,4,Dissolution,0,27/05/2020,590120
5923808,Marktosis 15,IRI,8C,Area gained due to boundary correction,5923049,Alberni-Clayoquot C,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590146
5955850,Mesilinka 7,IRI,1,Incorporation from part,5955040,Peace River B,RDA,6,Area lost due to incorporation,0,22/06/2019,590129
5915020,Metro Vancouver A,RDA,2,Name change,...,Greater Vancouver A,RDA,...,...,...,30/01/2017,590008
5931843,Mount Currie,IRI,8C,Area gained due to boundary correction,5931017,Squamish-Lillooet C,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590040
5943033,Mount Waddington D,RDA,5,Area gained due to partial annexation,5943037,Mount Waddington A,RDA,6,Area lost due to partial annexation,161,20/11/2018,590089
5943033,Mount Waddington D,RDA,8,Area and population gained due to correction,5943837,Alert Bay,IRI,9,Area and population lost due to correction,5,02/01/2016,590128
5951803,Nak'azdli,IRI,2,Name change,...,Nak'azdli (Necoslie 1),IRI,...,...,...,05/05/2020,590134
5921034,Nanaimo G,RDA,8,Area and population gained due to correction,5921018,Parksville,CY,9,Area and population lost due to correction,61,02/01/2016,590013
5921807,Nanaimo River,IRI,8C,Area gained due to boundary correction,5921007,Nanaimo,CY,9C,Area lost due to boundary correction,...,02/01/2016,590034
5933886,Nekalliston 2,IRI,8,Area and population gained due to correction,5933072,Thompson-Nicola O (Lower North Thompson),RDA,9,Area and population lost due to correction,0,02/01/2016,590132
5933896,Nekliptum  1,IRI,8,Area and population gained due to correction,5933037,Thompson-Nicola I (Blue Sky Country),RDA,9,Area and population lost due to correction,0,02/01/2016,590052
5933896,Nekliptum  1,IRI,8,Area and population gained due to correction,5933882,Kanaka Bar,IRI,9,Area and population lost due to correction,56,02/01/2016,590052
5924843,Nenagwas 12,IRI,1,Incorporation from part,5924042,Strathcona D (Oyster Bay - Buttle Lake),RDA,6,Area lost due to incorporation,0,02/01/2016,590049
5931844,Nequatque,IRI,8C,Area gained due to boundary correction,5931017,Squamish-Lillooet C,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590038
5943835,Nimpkish 2,IRI,10,Population gained due to correction,5943008,Alert Bay,VL,11,Population lost due to correction,10,02/01/2016,590021
5933852,Nohomeen 23,IRI,8C,Area gained due to boundary correction,5933037,Thompson-Nicola I (Blue Sky Country),RDA,9C,Area lost due to boundary correction,...,02/01/2016,590081
5951832,Noonla 6,IRI,1,Incorporation from part,5951007,Vanderhoof,DM,6,Area lost due to incorporation,5,29/08/1892,590170
5947016,North Coast A,RDA,2,Name change,...,Skeena-Queen Charlotte A,RDA,...,...,...,19/09/2016,590003
5947021,North Coast C,RDA,2,Name change,...,Skeena-Queen Charlotte C,RDA,...,...,...,19/09/2016,590005
5947027,North Coast D,RDA,2,Name change,...,Skeena-Queen Charlotte D,RDA,...,...,...,19/09/2016,590006
5947032,North Coast E,RDA,2,Name change,...,Skeena-Queen Charlotte E,RDA,...,...,...,19/09/2016,590004
5919008,North Cowichan,DM,8,Area and population gained due to correction,5919822,Cowichan,IRI,9,Area and population lost due to correction,20,02/01/2016,590033
5919008,North Cowichan,DM,8C,Area gained due to boundary correction,5919822,Cowichan,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590069
5937021,North Okanagan C,RDA,8C,Area gained due to boundary correction,5937014,Vernon,CY,9C,Area lost due to boundary correction,...,02/01/2016,590076
5915046,North Vancouver,DM,8C,Area gained due to boundary correction,5915051,North Vancouver,CY,9C,Area lost due to boundary correction,...,02/01/2016,590014
5915051,North Vancouver,CY,8C,Area gained due to boundary correction,5915046,North Vancouver,DM,9C,Area lost due to boundary correction,...,02/01/2016,590015
5915046,North Vancouver,DM,8C,Area gained due to boundary correction,5915806,Burrard Inlet 3,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590174
5959007,Northern Rockies,RGM,8,Area and population gained due to correction,5959810,Prophet River 4,IRI,9,Area and population lost due to correction,5,02/01/2016,590060
5959007,Northern Rockies,RGM,8C,Area gained due to boundary correction,5959809,Kahntah 3,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590067
5959007,Northern Rockies,RGM,8,Area and population gained due to correction,5959805,Fontas 1,IRI,9,Area and population lost due to correction,5,02/01/2016,590072
5959007,Northern Rockies,RGM,8,Area and population gained due to correction,5959806,Fort Nelson 2,IRI,9,Area and population lost due to correction,26,02/01/2016,590145
5933853,Nuuautin 2,IRI,8,Area and population gained due to correction,5933833,Inkluckcheen,IRI,9,Area and population lost due to correction,0,02/01/2016,590160
5907026,Okanagan-Similkameen B,RDA,5,Area gained due to partial annexation,5907053,Okanagan-Similkameen G,RDA,6,Area lost due to partial annexation,0,07/12/2016,590007
5907047,Okanagan-Similkameen D,RDA,8,Area and population gained due to correction,5907053,Okanagan-Similkameen G,RDA,9,Area and population lost due to correction,102,02/01/2016,590027
5907055,Okanagan-Similkameen H,RDA,5,Area gained due to partial annexation,5907024,Princeton,T,6,Area lost due to partial annexation,0,11/03/2019,590056
5907048,Okanagan-Similkameen I,RDA,1,Incorporation from part,5907047,Okanagan-Similkameen D,RDA,6,Area lost due to incorporation,2219,27/04/2018,590028
5951820,Palling 1,IRI,8,Area and population gained due to correction,5951028,Bulkley-Nechako B,RDA,9,Area and population lost due to correction,53,02/01/2016,590147
5955042,Peace River C,RDA,5,Area gained due to partial annexation,5955034,Fort St. John,CY,6,Area lost due to partial annexation,0,11/03/2019,590091
5935018,Peachland,DM,5,Area gained due to partial annexation,5935020,Central Okanagan West,RDA,6,Area lost due to partial annexation,0,30/03/2020,590116
5935018,Peachland,DM,8C,Area gained due to boundary correction,5935029,West Kelowna,CY,9C,Area lost due to boundary correction,...,02/01/2016,590168
5907041,Penticton,CY,5,Area gained due to partial annexation,5907047,Okanagan-Similkameen D,RDA,6,Area lost due to partial annexation,0,26/06/2018,590029
5943023,Port Hardy,DM,8C,Area gained due to boundary correction,5943817,Thomas Point 5,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590139
5959810,Prophet River 4,IRI,8C,Area gained due to boundary correction,5959007,Northern Rockies,RGM,9C,Area lost due to boundary correction,...,02/01/2016,590059
5941809,Quesnel 1,IRI,8,Area and population gained due to correction,5941019,Cariboo A,RDA,9,Area and population lost due to correction,5,02/01/2016,590193
5924812,Quinsam 12,IRI,8C,Area gained due to boundary correction,5924034,Campbell River,CY,9C,Area lost due to boundary correction,...,02/01/2016,590098
5939019,Revelstoke,CY,5,Area gained due to partial annexation,5939023,Columbia-Shuswap B,RDA,6,Area lost due to partial annexation,15,07/12/2016,590088
5909851,Ruby Creek 2,IRI,1,Incorporation from part,5909016,Fraser Valley B,RDA,6,Area lost due to incorporation,23,11/11/1879,590109
5929803,Sechelt (Part),IGD,8,Area and population gained due to correction,5929018,Sunshine Coast A,RDA,9,Area and population lost due to correction,5,02/01/2016,590166
5931824,Seton Lake 5,IRI,8C,Area gained due to boundary correction,5931026,Lillooet,DM,9C,Area lost due to boundary correction,...,02/01/2016,590103
5901806,Shuswap,IRI,8C,Area gained due to boundary correction,5901048,East Kootenay G,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590185
5901806,Shuswap,IRI,8,Area and population gained due to correction,5901046,East Kootenay F,RDA,9,Area and population lost due to correction,0,02/01/2016,590187
5927802,Sliammon 1,TAL,3,Type change,...,Sliammon 1,IRI,...,...,...,05/04/2016,590178
5903019,Slocan,VL,10,Population gained due to correction,5903052,Central Kootenay H,RDA,11,Population lost due to correction,12,02/01/2016,590022
5933881,Spences Bridge,IRI,8C,Area gained due to boundary correction,5933037,Thompson-Nicola I (Blue Sky Country),RDA,9C,Area lost due to boundary correction,...,02/01/2016,590162
